과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
PHI3011-01,독일관념론,"Kim, Halla",3,"화,목 10:30~11:45",2-4학년,,12,영어강의
HFS2001-01,철학적인간학,이종진,3,"수,금 15:00~16:15",2학년,,16,"공학인증, 인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목"
HFS2001-02,철학적인간학,김승욱,3,"화,목 15:00~16:15",2학년,,72,"공학인증, 인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목"
HFS2001-03,철학적인간학,김승욱,3,"화,목 16:30~17:45",2학년,,55,"공학인증, 인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목"
HFS2001-04,철학적인간학,김선영,3,"화,목 13:30~14:45",2학년,,28,"공학인증, 인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목"
HFS2001-05,철학적인간학,김선영,3,월 13:30~16:15,2학년,,60,"공학인증, 인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목"
PHI3022-01,철학적인간학,박병준,3,"월,수 16:30~17:45",2-4학년,,3,철학전공과목(중핵 철학적인간학과 다른 과목임)
PHI3026-01,심리철학,김준걸,3,"화,목 12:00~13:15",2-4학년,,29,
PHI3028-01,기호논리학,김준걸,3,"월,수 12:00~13:15",2-4학년,,27,영어강의
PHI3034-01,"위진,당철학사",하유진,3,"수,금 13:30~14:45",2-4학년,,24,
PHI3037-01,도가철학,이임찬,3,"화,목 09:00~10:15 [K401]",2-4학년,,26,[대면수업]
PHI3043-01,주자학,류희성,3,금 10:30~13:15,2-4학년,,31,
PHI4038-01,철학상담,박병준,3,"월,수 10:30~11:45",1-4학년,,5,Honors과목
PHIG083-01,서양철학읽기,"Kim, Halla",3,금 10:30~13:15,1-4학년,,9,"영어강의, Honors과목"
PHIQ983-01,철학교과교재연구및지도법,김상훈,3,목 16:40~19:10,2-4학년,,1,"HISQ983역사교과교재연구및지도법과 합반, 교직이수자만 전공학점으로 인정"
MAT1060-01,미적분학실습II,오영탁,1,월 13:30~15:20 [RA205],1학년,,16,실습과목(RA205)
MAT1060-02,미적분학실습II,이영란,1,월 15:30~17:20 [RA205],1학년,,14,실습과목(RA205)
MAT1060-03,미적분학실습II,오영탁,1,수 13:30~15:20 [RA205],1학년,,16,실습과목(RA205)
MAT1060-04,미적분학실습II,이영란,1,수 15:30~17:20 [RA205],1학년,,13,실습과목(RA205)
MAT1060-05,미적분학실습II,오영탁,1,금 10:30~12:20 [RA205],1학년,,17,실습과목(RA205)
MAT2010-01,집합론,박진형,3,"화,목 15:00~16:15 [K301]",2학년,,50,[대면수업]수학전공만 가능(1학년 우선 대상)
MAT2110-01,선형대수학,조상현,3,"수,금 09:00~10:15",2학년,,61,공학인증
MAT2110-02,선형대수학,이영란,3,"수,금 13:30~14:45",2학년,,74,공학인증
MAT2110-03,선형대수학,조장현,3,"화,목 12:00~13:15",2학년,,64,공학인증
MATG110-01,고급선형대수학,김종락,3,"화,목 12:00~13:15",4학년,,25,"영어강의, 학부-대학원 연계과목, 대학원초급과목,구MAT5110/구 선형대수학II의대체과목"
MAT2120-01,정수론,오영탁,3,"월,수 10:30~11:45",2학년,,38,공학인증
MAT2120-02,정수론,오영탁,3,"월,수 16:30~17:45",2학년,,48,공학인증
MAT2220-01,고등미적분학II,김현석,3,"화,목 13:30~14:45 [K301]",2학년,,43,[대면수업]
MAT2220-02,고등미적분학II,이영란,3,"월,수 10:30~11:45",2학년,,41,
MAT2230-01,미분방정식,신창언,3,"화,목 10:30~11:45",2학년,,27,
MAT2230-02,미분방정식,"Ho, Pak Tung",3,"수,금 13:30~14:45",2학년,,54,영어강의
MAT2420-01,응용수학II,유지현,3,"월,수 10:30~11:45",2학년,,67,"공학인증, 컴퓨터공학전공만 가능"
MAT2420-02,응용수학II,김현정,3,"화,목 12:00~13:15",2학년,,44,"공학인증, 컴퓨터공학전공만 가능"
MAT3020-01,통계학입문,임경필,3,"화,목 12:00~13:15",2학년,,38,"컴퓨터공학 1전공수강불가(응용수학I과 동등과목), 응용수학I(MAT2410)과 동등한 과목임"
MAT3020-02,통계학입문,임경필,3,"화,목 13:30~14:45",2학년,,24,"컴퓨터공학 1전공수강불가(응용수학I과 동등과목), 응용수학I(MAT2410)과 동등한 과목임"
MAT3310-01,다양체기하학,김종수,3,"화,목 13:30~14:45",3-4학년,,23,
MAT3410-01,확률론입문,김현석,3,"월,수 16:30~17:45",3-4학년,,51,
MAT3420-01,금융수학,이재성,3,"화,목 15:00~16:15",3-4학년,,61,
MAT4120-01,추상대수학II,박진형,3,"월,수 10:30~11:45",3학년,,40,영어강의
MAT4220-01,복소수함수론II,조상현,3,"월,수 12:00~13:15",3학년,,19,
MAT4320-01,위상수학개론I,조장현,3,"화,목 10:30~11:45 [K303]",3학년,,68,[대면수업]
MATG220-01,실해석학II,신창언,3,"수,금 13:30~14:45",4학년,,8,"영어강의, 학부-대학원 연계과목, 대학원초급과목,구MAT5220"
MATQ982-01,수학교과논리및논술,김구연,3,"화,목 15:00~16:15",2-4학년,,4,"교직, 교직이수자만 전공학점으로 인정"
MATQ983-01,수학교과교재연구및지도법,김구연,3,"화,목 12:00~13:15",2-4학년,,1,"영어강의, 교직, 교직이수자만 전공학점으로 인정"
PHY1001-01,일반물리I,박영재,3,"월,수 10:30~11:45",1학년,,80,공학인증
PHY1002-01,일반물리II,이범훈,3,"월,수 12:00~13:15",1학년,,79,물리전공 수강불가
PHY1002-02,일반물리II,이기진,3,"화,목 09:00~10:15",1학년,,74,물리전공 수강불가
PHY1002-03,일반물리II,정현식,3,"화,목 10:30~11:45 [K302]",1학년,,55,[대면수업]물리전공 전용반
PHY1002-04,일반물리II,정명화,3,"화,목 12:00~13:15",1학년,,80,물리전공 수강불가
PHY1002-05,일반물리II,양상모,3,"화,목 13:30~14:45",1학년,,67,물리전공 수강불가
PHY1002-06,일반물리II,유효빈,3,"수,금 09:00~10:15",1학년,,19,"영어강의, 물리전공 수강불가"
PHY1002-07,일반물리II,손원민,3,"수,금 13:30~14:45",1학년,,61,"공학인증, 물리전공 수강불가"
PHY1102-01,일반물리실험II,박영재,1,월 13:30~15:20 [R103],1학년,,23,
PHY1102-02,일반물리실험II,유효빈,1,월 13:30~15:20 [R107],1학년,,17,
PHY1102-03,일반물리실험II,박영재,1,월 15:30~17:20 [R103],1학년,,21,
PHY1102-04,일반물리실험II,양상모,1,월 15:30~17:20 [R107],1학년,,20,
PHY1102-05,일반물리실험II,장준익,1,화 13:30~15:20 [R103],1학년,,8,
PHY1102-06,일반물리실험II,손원민,1,화 13:30~15:20 [R107],1학년,,21,
PHY1102-07,일반물리실험II,김원태,1,화 15:30~17:20 [R103],1학년,,15,
PHY1102-08,일반물리실험II,손원민,1,화 15:30~17:20 [R107],1학년,,14,
PHY1102-09,일반물리실험II,이범훈,1,수 13:30~15:20 [R103],1학년,,23,
PHY1102-10,일반물리실험II,김원태,1,수 13:30~15:20 [R107],1학년,,14,공학인증
PHY1102-11,일반물리실험II,이범훈,1,수 15:30~17:20 [R103],1학년,,18,
PHY1102-12,일반물리실험II,김원태,1,수 15:30~17:20 [R107],1학년,,17,
PHY1102-13,일반물리실험II,김도석,1,목 13:30~15:20 [R103],1학년,,9,
PHY1102-14,일반물리실험II,이기진,1,목 13:30~15:20 [R107],1학년,,15,
PHY1102-15,일반물리실험II,김도석,1,목 15:30~17:20 [R103],1학년,,15,
PHY1102-16,일반물리실험II,양상모,1,목 15:30~17:20 [R107],1학년,,5,공학인증
PHY1102-17,일반물리실험II,이현철,1,금 13:30~15:20 [R103],1학년,,13,
PHY1102-18,일반물리실험II,Scopel Stefano,1,금 13:30~15:20 [R107],1학년,,15,영어강의
PHY1102-19,일반물리실험II,이현철,1,금 15:30~17:20 [R103],1학년,,12,
PHY1102-20,일반물리실험II,Scopel Stefano,1,금 15:30~17:20 [R107],1학년,,11,영어강의
PHY2002-01,역학II,김현정,3,"화,목 10:30~11:45",2-4학년,,53,
MEE3002-01,열역학II,정시영,3,"화,목 10:30~11:45",2-3학년,,60,선수과목 : MEE2022 열역학I
PHY2003-01,전자기학I,양상모,3,"수,금 13:30~14:45",2학년,,19,"영어강의, (=전자공학과 전자장론I, 둘 중 한과목만 학점인정)"
PHY2004-01,전자기학II,김원태,3,"화,목 13:30~14:45 [K302]",2학년,,53,"영어강의, [대면수업]"
PHY2006-01,수리물리학II,이현철,3,"월,수 12:00~13:15 [J118]",2학년,,24,"영어강의, [대면수업]"
PHY2009-01,현대물리학,유효빈,3,"월,수 10:30~11:45",2학년,,69,영어강의
PHY2102-01,실험물리학II,이기진,2,월 15:00~18:50 [R110],2학년,,17,
PHY2102-02,실험물리학II,정명화,2,수 15:00~18:50 [R110],2학년,,13,
PHY2102-03,실험물리학II,장준익,2,목 15:00~18:50 [R110],2학년,,13,
PHY2102-04,실험물리학II,정명화,2,금 15:00~18:50 [R110],2학년,,13,
PHY3002-01,양자물리학II,김도석,3,"월,수 12:00~13:15 [K302]",3학년,,41,[대면수업]
PHY3004-01,통계물리학,장준익,3,"수,금 09:00~10:15",3학년,,53,영어강의
PHY3102-01,실험물리학Ⅳ,정현식,2,월 15:00~18:50 [R108],3학년,,14,
PHY3102-02,실험물리학Ⅳ,유효빈,2,수 15:00~18:50 [R108],3학년,,11,
PHY3102-03,실험물리학Ⅳ,정현식,2,목 15:00~18:50 [R108],3학년,,10,
PHY3102-04,실험물리학Ⅳ,김현정,2,금 15:00~18:50 [R108],3학년,,10,
PHY4008-01,전산물리학II,Scopel Stefano,3,"화,목 15:00~16:15 [R106]",3-4학년,,21,"영어강의, 전산물리는 실험+이론과목이므로 금요일 10시30분~11시20분 실험실습시간에 반드시 참석해야 함"
PHY4010-01,일반상대성이론,이범훈,3,"월,수 10:30~11:45",3-4학년,,17,(구) 천체물리학I
PHY4012-01,나노물리,김현정,3,"화,목 09:00~10:15",3-4학년,,11,
PHY4013-01,바이오물리,김도석,3,"화,목 12:00~13:15",3-4학년,,7,
PHY4201-01,특수연구,이기진,3,화 16:30~18:00,4학년,,1,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
BIO4921-01,특수연구,이병하,3,,4학년,,1,"전공학점에 불포함, 졸업학점에 포함
응용바이오기술실험과 동일학기 수강불가
7학기 이상 수강가능, 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4202-01,물리학특강,손원민,3,"수,금 15:00~16:15",3-4학년,,10,
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50,4학년,,5,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4204-01,졸업프로젝트,이기진,3,화 16:30~18:00,4학년,,1,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
AAT4015-01,졸업창작프로젝트I,김주섭,1,토 13:30~16:15,3-4학년,,0,"1전공만으로 수강제한, 개별 연구 지도 과목, 구) ANT4002, 과목평가:S/U"
AAT4016-01,졸업창작프로젝트II,김주섭,1,토 13:30~16:15,3-4학년,,0,"1전공만으로 수강제한, 개별 연구 지도 과목, 구) ANT4006 과목평가:S/U"
AAT4017-01,졸업창작프로젝트III,김주섭,1,토 13:30~16:15,3-4학년,,0,"1전공만으로 수강제한, 개별 연구 지도 과목, 구) ANT4010, 과목평가:S/U"
PHYG003-01,통계역학,이현철,3,"월,수 10:30~11:45",4학년,,7,"영어강의, 대학원 초급과목, 대학원초급과목"
ECO2001-01,경제학원론I,양현주,3,"월,수 10:30~11:45",1학년,,125,영어강의
ECO2001-02,경제학원론I,안태현,3,"월,수 12:00~13:15",1학년,,114,영어강의
ECO2001-03,경제학원론I,허정,3,"화,목 12:00~13:15",1학년,,102,영어강의
ECO2001-04,경제학원론I,김홍균,3,"화,목 15:00~16:15",1학년,,91,
ECO2002-01,경제학원론II,전성훈,3,"수,금 13:30~14:45 [GN101]",1학년,,27,"[대면수업]*학년별수강신청일: 경제학1전공자 1학년만 가능 , 그외 전학년수강신청에 가능"
ECO2002-02,경제학원론II,임슬기,3,"월,수 10:30~11:45",1학년,,82,
ECO2002-03,경제학원론II,김형욱,3,"수,금 09:00~10:15",1학년,,77,
ECO2002-04,경제학원론II,임슬기,3,"월,수 12:00~13:15",1학년,,107,
ECO2002-05,경제학원론II,박정수,3,"화,목 12:00~13:15 [GN101]",1학년,,76,"[대면수업]*학년별수강신청일: 경제학1전공자 1학년만 가능 , 그외 전학년수강신청에 가능"
ECO2002-06,경제학원론II,왕윤종,3,"화,목 16:30~17:45",1학년,,115,
ECO2003-01,경제수리기초,김석일,3,"월,수 16:30~17:45",1학년,,33,"경제학,스타트업·융합소프트웨어연계전공 우선수강신청(기타전공은 전학년수강신청일에 신청) 미적분학I or II 수강자 및 07학번이전학생 수강불가"
ECO2003-02,경제수리기초,박경옥,3,"화,목 16:30~17:45",1학년,,95,"경제학,스타트업·융합소프트웨어연계전공 우선수강신청(기타전공은 전학년수강신청일에 신청) 미적분학I or II 수강자 및 07학번이전학생 수강불가"
ECO2004-01,경제통계학,사공용,3,"화,목 09:00~10:15",1학년,,101,"우선신청:경제학,스타트업·융합S/W연계전공(기타전공은 전학년수강신청일 신청) 수강불가:수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강"
ECO2004-02,경제통계학,사공용,3,"화,목 13:30~14:45",1학년,,108,"우선신청:경제학,스타트업·융합S/W연계전공(기타전공은 전학년수강신청일 신청) 수강불가:수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강"
ECO2004-03,경제통계학,이영훈,3,"화,목 15:00~16:15 [GN101]",1학년,,59,"[대면수업]*학년별수강신청:경제학1전공1학년전용,그외전학년수강신청에가능 수강불가:수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자"
ECO4004-01,경제수리통계학,남준우,3,"화,목 15:00~16:15",3학년,,67,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는"
ECO2005-01,경제정보분석,이강오,3,"수,금 09:00~10:15 [GN402]",2학년,,9,"* 실험실습과목 : 대면강의 진행 :PC실 수업, 선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는"
ECO2005-02,경제정보분석,이강오,3,"수,금 13:30~14:45 [GN402]",2학년,,11,"* 실험실습과목 : 대면강의 진행 :PC실 수업, 선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는"
ECO2006-01,미시경제학I,이진권,3,"월,수 12:00~13:15",2학년,,32,"영어강의, 선수과목 : ECO2001 경제학원론I, ECO2003 경제수리기초(또는"
ECO2006-02,미시경제학I,Iris Haydar Doruk,3,"수,금 09:00~10:15",2학년,,100,"영어강의, 선수과목 : ECO2001 경제학원론I, ECO2003 경제수리기초(또는"
ECO2006-03,미시경제학I,김도영,3,"화,목 12:00~13:15",2학년,,80,"선수과목 : ECO2001 경제학원론I, ECO2003 경제수리기초(또는"
ECOG010-01,고급미시경제학I,Iris Haydar Doruk,3,"수,금 12:00~13:15",4학년,,7,"영어강의, 대학원 초급과목; 선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목, (구)ECO5010, 선수과목 : ECO2006 미시경제"
ECO2007-01,거시경제학I,김숙영,3,"월,수 16:30~17:45",2학년,,93,"선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II,"
ECO2007-02,거시경제학I,허준영,3,"수,금 13:30~14:45",2학년,,30,"영어강의, Honors과목, HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 
선수과목 꼭 확인 바람, 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II,"
ECO2007-03,거시경제학I,이윤수,3,"수,금 15:00~16:15 [GN101]",2학년,,83,"영어강의, [대면수업] *학년별수강신청일: 경제학1전공자 가능, 그 외 전학년수강신청에 가능, 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II,"
ECOG020-01,고급거시경제학I,이윤수,3,"수,금 13:30~14:45",4학년,,5,"영어강의, 대학원 초급과목; 선수과목: 미시경제학Ⅰ, 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목, (구)ECO5020, 선수과목 : ECO2006 미시경제"
ECO2008-01,수리경제학,이성원,3,"월,수 12:00~13:15",2학년,,55,"영어강의, 선수과목 : ECO2001 경제학원론I, ECO2003 경제수리기초(또는"
ECO2009-01,계량경제학I,이성원,3,"월,수 16:30~17:45",2-3학년,,46,"영어강의, 선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는"
ECO2009-02,계량경제학I,남준우,3,"화,목 10:30~11:45",2-3학년,,100,"Honors과목, ""HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 
선수과목 꼭 확인 바람, 선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는"
ECO2009-03,계량경제학I,최인,3,"화,목 13:30~14:45",2-3학년,,86,선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는
ECOG030-01,고급계량경제학I,이영훈,3,"화,목 12:00~13:15",4학년,,6,"대학원 초급과목; 선수과목: 계량경제학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목, (구)ECO5030, 선수과목 : ECO2009 계량경제"
ECO3001-01,산업경제학,전현배,3,"화,목 12:00~13:15",3-4학년,,65,"선수과목 : 경제통계학, 미시경제학I, (구)산업조직론, 선수과목 : ECO2006 미시경제학I, ECO2004"
ECO4007-01,경쟁법과산업규제의경제학,전성훈,3,"수,금 15:00~16:15",3-4학년,,18,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), (구) 법과 경제, 선수과목 : ECO2006 미시경제학I"
ECO3005-01,환경경제학,김홍균,3,"화,목 10:30~11:45",3-4학년,,64,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I"
ECO3008-01,금융경제학,곽노선,3,"월,수 10:30~11:45",3-4학년,,125,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I"
ECO3010-01,국제무역론,송의영,3,"월,수 10:30~11:45",3-4학년,,81,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO3011-01,국제금융론,김윤정,3,"월,수 12:00~13:15",3-4학년,,144,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2007 거시경제학I"
ECO4010-01,국제금융시장,박정수,3,"화,목 16:30~17:45",3-4학년,,87,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II"
MGT4607-01,국제금융시장론,김유진,3,"화,목 12:00~13:15",2-4학년,,57,영어강의
ECO3017-01,국제경제학,김윤정,3,"월,수 10:30~11:45",3-4학년,,101,"영어강의, 국제무역론, 국제금융론 이수자는 수강 불가
경제학전공자 우선수강신청(기타전공은 전학년수강신청일 수강신청), 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II"
ECO4001-01,미시경제학II,왕규호,3,"화,목 10:30~11:45",3-4학년,,53,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO4002-01,거시경제학II,정국모,3,"월,수 16:30~17:45",3-4학년,,22,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2007 거시경제학I"
ECO4005-01,게임이론,왕규호,3,"화,목 13:30~14:45",3-4학년,,75,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO4006-01,정보경제학,김도영,3,"화,목 15:00~16:15",3-4학년,,61,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO4008-01,금융정책,허준영,3,"수,금 15:00~16:15",3-4학년,,58,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I"
ECO4009-01,파생상품시장,사공용,3,"화,목 10:30~11:45",3-4학년,,95,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2004 경제통계학(또는 MAT3020 통계학입문 또는"
ECO4018-01,경제학특강1,왕윤종,3,"화,목 15:00~16:15",2-4학년,,76,"부제:중국경제 / 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II"
ECO4019-01,다국적기업의경제학,허정,3,"화,목 16:30~17:45",3-4학년,,64,"경제학전공 우선신청(비전공자는 전학년수강신청일에 신청가능), 선수과목 : ECO2006 미시경제학I"
